Country,Region,Year,Qrt,Product,Revenue,Expense,Sales.From.Online.Store
Spain,Europe,2007,Qrt 3,RC03R,3485.96,1120.55,0.32
Spain,Europe,2007,Qrt 4,RC03R,3324.73,1241.15,0.27
Spain,Europe,2007,Qrt 1,NFL03T,423.99,463.25,0.36
Spain,Europe,2007,Qrt 2,NFL03T,518.84,502.2,0.32
Spain,Europe,2007,Qrt 3,NFL03T,586.69,518.97,0.28
Spain,Europe,2007,Qrt 4,NFL03T,620.05,482.97,0.33
Spain,Europe,2007,Qrt 1,W711R,3370.12,2130.89,0.32
Spain,Europe,2007,Qrt 2,W711R,3390.48,2028.77,0.24
Spain,Europe,2007,Qrt 3,W711R,3037.72,2719.4,0.3
Spain,Europe,2007,Qrt 4,W711R,3180.72,2749.08,0.29
Spain,Europe,2007,Qrt 1,W721T,1327.75,1291.85,0.27
Spain,Europe,2007,Qrt 2,W721T,1105.92,1122.19,0.29
Spain,Europe,2007,Qrt 3,W721T,1447.19,963.14,0.24
Spain,Europe,2007,Qrt 4,W721T,1243.66,1079.94,0.27
Spain,Europe,2007,Qrt 1,S701T,1759.94,542.85,0.26
Spain,Europe,2007,Qrt 2,S701T,1822.26,586.84,0.28
Spain,Europe,2007,Qrt 3,S701T,2025.06,518.95,0.35
Spain,Europe,2007,Qrt 4,S701T,1703.03,668.28,0.25
Spain,Europe,2007,Qrt 1,U702R,1779.46,1174.99,0.31
Spain,Europe,2007,Qrt 2,U702R,1671.08,1114.81,0.29
Spain,Europe,2007,Qrt 3,U702R,1999.34,1378.8,0.32
Spain,Europe,2007,Qrt 4,U702R,1748.03,1232.29,0.29
Spain,Europe,2007,Qrt 1,J230V,397.9,212.95,0.26
Spain,Europe,2007,Qrt 2,J230V,381.75,178.51,0.28
Spain,Europe,2007,Qrt 3,J230V,453.31,200.74,0.36
Spain,Europe,2007,Qrt 4,J230V,446.26,196.67,0.31
Spain,Europe,2007,Qrt 1,P532R,395.46,198.47,0.24
Spain,Europe,2007,Qrt 2,P532R,378.52,171.73,0.33
Spain,Europe,2007,Qrt 3,P532R,386.2,199.68,0.31
Spain,Europe,2007,Qrt 4,P532R,481.05,210.38,0.24
Italy,Europe,2007,Qrt 1,L501R,9849.82,4505.71,0.23
Italy,Europe,2007,Qrt 2,L501R,8195.23,3551.08,0.21
Italy,Europe,2007,Qrt 3,L501R,8938.83,3650.04,0.25
Italy,Europe,2007,Qrt 4,L501R,7633.88,4927.72,0.32
Italy,Europe,2007,Qrt 1,J511T,6445.58,3535.33,0.29
Italy,Europe,2007,Qrt 2,J511T,5695.4,3764.23,0.31
Italy,Europe,2007,Qrt 3,J511T,6128.82,2617.38,0.27
Italy,Europe,2007,Qrt 4,J511T,7708.37,3293,0.35
Italy,Europe,2007,Qrt 1,F541T,3216.82,2176.44,0.29
Italy,Europe,2007,Qrt 2,F541T,3534.05,2306.38,0.28
Italy,Europe,2007,Qrt 3,F541T,3063.45,2303.85,0.19
Italy,Europe,2007,Qrt 4,F541T,2717.35,2576.55,0.28
Italy,Europe,2007,Qrt 1,505T,699.32,436.53,0.28
Italy,Europe,2007,Qrt 2,505T,664.39,393.54,0.27
Italy,Europe,2007,Qrt 3,505T,746.29,444.92,0.33
Italy,Europe,2007,Qrt 4,505T,550.91,398.72,0.33
Italy,Europe,2007,Qrt 1,NBA01R,3581.85,3562.77,0.25
Italy,Europe,2007,Qrt 2,NBA01R,3082.4,3237.51,0.21
Italy,Europe,2007,Qrt 3,NBA01R,2677.03,3125.01,0.24
Italy,Europe,2007,Qrt 4,NBA01R,3132.41,3210.44,0.29
Italy,Europe,2007,Qrt 1,RC03R,4432.85,1257.02,0.29
Italy,Europe,2007,Qrt 2,RC03R,5153.85,1813.72,0.34
Italy,Europe,2007,Qrt 3,RC03R,5826.29,1513.29,0.37
Italy,Europe,2007,Qrt 4,RC03R,4394.45,1436.42,0.31
Italy,Europe,2007,Qrt 1,NFL03T,1117.24,417.36,0.29
Italy,Europe,2007,Qrt 2,NFL03T,1214.08,387.26,0.27
Italy,Europe,2007,Qrt 3,NFL03T,1077.8,411.26,0.3
Italy,Europe,2007,Qrt 4,NFL03T,1621.9,368.88,0.35
Italy,Europe,2007,Qrt 1,W711R,7111.05,3157.72,0.29
Italy,Europe,2007,Qrt 2,W711R,6647.3,3431.35,0.26
Italy,Europe,2007,Qrt 3,W711R,6884.57,3278.26,0.29
Italy,Europe,2007,Qrt 4,W711R,7860.94,2410.42,0.36
Italy,Europe,2007,Qrt 1,W721T,1356.95,1419.31,0.27
Italy,Europe,2007,Qrt 2,W721T,1600.57,1514.46,0.35
Italy,Europe,2007,Qrt 3,W721T,1696.33,1783,0.31
Italy,Europe,2007,Qrt 4,W721T,1496.36,1205.35,0.35
Italy,Europe,2007,Qrt 1,S701T,2401.25,1334.45,0.25
Italy,Europe,2007,Qrt 2,S701T,2660,1431.8,0.28
Italy,Europe,2007,Qrt 3,S701T,2433.04,1238.71,0.35
Italy,Europe,2007,Qrt 4,S701T,2860.14,1241.75,0.32
Italy,Europe,2007,Qrt 1,U702R,2106.88,985.69,0.3
Italy,Europe,2007,Qrt 2,U702R,2233.44,1069.76,0.3
Italy,Europe,2007,Qrt 3,U702R,2044.44,1005.33,0.24
Italy,Europe,2007,Qrt 4,U702R,1973.88,1112.4,0.26
Italy,Europe,2007,Qrt 1,J230V,983.69,379.88,0.23
Italy,Europe,2007,Qrt 2,J230V,1158.59,436.97,0.26
Italy,Europe,2007,Qrt 3,J230V,1118.62,472.93,0.29
Italy,Europe,2007,Qrt 4,J230V,1302.49,545.8,0.3
Italy,Europe,2007,Qrt 1,P532R,277.99,258.81,0.3
Italy,Europe,2007,Qrt 2,P532R,257.23,327.73,0.28
Italy,Europe,2007,Qrt 3,P532R,359.75,227.14,0.26
Italy,Europe,2007,Qrt 4,P532R,298.28,242.45,0.27
China,Asia,2007,Qrt 1,L501R,15326.86,8314.3,0.21
China,Asia,2007,Qrt 2,L501R,19830.93,8173.56,0.19
China,Asia,2007,Qrt 3,L501R,22392.08,8796.87,0.19
China,Asia,2007,Qrt 4,L501R,15262.14,9924.6,0.14
China,Asia,2007,Qrt 1,J511T,16969.34,7590.46,0.23
China,Asia,2007,Qrt 2,J511T,14620.72,6400.93,0.17
China,Asia,2007,Qrt 3,J511T,13265.39,6528.57,0.22
China,Asia,2007,Qrt 4,J511T,13269.67,6048.27,0.2
China,Asia,2007,Qrt 1,F541T,6113.01,4286.24,0.17
China,Asia,2007,Qrt 2,F541T,5625.89,5238.9,0.19
China,Asia,2007,Qrt 3,F541T,5828.48,4852.75,0.22
China,Asia,2007,Qrt 4,F541T,7036.44,5766.42,0.27
China,Asia,2007,Qrt 1,505T,1338.26,1216.72,0.2
China,Asia,2007,Qrt 2,505T,1455.88,1202.01,0.17
China,Asia,2007,Qrt 3,505T,1398.56,1588.68,0.21
China,Asia,2007,Qrt 4,505T,1685.38,1375.89,0.2
China,Asia,2007,Qrt 1,NBA01R,5970.47,5018.94,0.21
China,Asia,2007,Qrt 2,NBA01R,6743.86,5310.22,0.2
China,Asia,2007,Qrt 3,NBA01R,6303.08,6595.27,0.19
China,Asia,2007,Qrt 4,NBA01R,6230.37,5250.61,0.2
China,Asia,2007,Qrt 1,RC03R,6016.07,2544.82,0.22
China,Asia,2007,Qrt 2,RC03R,5617.21,2806.82,0.24
China,Asia,2007,Qrt 3,RC03R,5457.3,2382.61,0.2
China,Asia,2007,Qrt 4,RC03R,4937.66,2906.97,0.17
China,Asia,2007,Qrt 1,NFL03T,2359.16,965.99,0.21
China,Asia,2007,Qrt 2,NFL03T,2010.43,1274.05,0.19
China,Asia,2007,Qrt 3,NFL03T,2771.91,1241.97,0.19
China,Asia,2007,Qrt 4,NFL03T,2238.17,1481.1,0.17
China,Asia,2007,Qrt 1,W711R,14406.64,7164.58,0.18
China,Asia,2007,Qrt 2,W711R,14466.34,5934.59,0.19
China,Asia,2007,Qrt 3,W711R,15416.58,7053.38,0.25
China,Asia,2007,Qrt 4,W711R,15522.05,7037.16,0.21
China,Asia,2007,Qrt 1,W721T,3430.62,1543.26,0.15
China,Asia,2007,Qrt 2,W721T,3311.47,1930.75,0.22
China,Asia,2007,Qrt 3,W721T,2899.64,1771.75,0.17
China,Asia,2007,Qrt 4,W721T,3532.72,1569.95,0.13
China,Asia,2007,Qrt 1,S701T,4557.35,1284.71,0.18
China,Asia,2007,Qrt 2,S701T,4432.89,1598.72,0.18
China,Asia,2007,Qrt 3,S701T,4468.96,1364.25,0.17
China,Asia,2007,Qrt 4,S701T,4656.32,1411.09,0.22
China,Asia,2007,Qrt 1,U702R,8499.1,3315.74,0.17
China,Asia,2007,Qrt 2,U702R,7893.96,3120.27,0.21
China,Asia,2007,Qrt 3,U702R,7856.14,3237.64,0.17
China,Asia,2007,Qrt 4,U702R,6762.44,2986.39,0.2
China,Asia,2007,Qrt 1,J230V,1089.36,1143.33,0.19
China,Asia,2007,Qrt 2,J230V,1123.11,1172.98,0.18
China,Asia,2007,Qrt 3,J230V,1063.28,1239.05,0.19
China,Asia,2007,Qrt 4,J230V,1143.9,1247.05,0.18
China,Asia,2007,Qrt 1,P532R,1275.79,311.52,0.2
China,Asia,2007,Qrt 2,P532R,1009.08,280.47,0.18
China,Asia,2007,Qrt 3,P532R,1043.64,318.1,0.18
China,Asia,2007,Qrt 4,P532R,882.26,284.33,0.2
Indian,Asia,2007,Qrt 1,L501R,10134.87,4205.02,0.19
Indian,Asia,2007,Qrt 2,L501R,11538.88,3547.67,0.18
Indian,Asia,2007,Qrt 3,L501R,9607.9,3911.73,0.19
Indian,Asia,2007,Qrt 4,L501R,8085.78,4516.11,0.17
Indian,Asia,2007,Qrt 1,J511T,6506.78,3077.52,0.17
Indian,Asia,2007,Qrt 2,J511T,6438.23,3235.5,0.16
Indian,Asia,2007,Qrt 3,J511T,6263.02,3382.49,0.21
Indian,Asia,2007,Qrt 4,J511T,6176.03,3808.62,0.2
Indian,Asia,2007,Qrt 1,F541T,2250.83,1947.69,0.21
Indian,Asia,2007,Qrt 2,F541T,2492.94,2503.29,0.2
Indian,Asia,2007,Qrt 3,F541T,2717.37,2080.62,0.19
Indian,Asia,2007,Qrt 4,F541T,2439.01,2195.17,0.19
Indian,Asia,2007,Qrt 1,505T,785.21,436.31,0.21
Indian,Asia,2007,Qrt 2,505T,701.52,341.36,0.17
Indian,Asia,2007,Qrt 3,505T,933.53,381.69,0.2
Indian,Asia,2007,Qrt 4,505T,628.69,334.6,0.19
Indian,Asia,2007,Qrt 1,NBA01R,5845.87,1846.02,0.22
Indian,Asia,2007,Qrt 2,NBA01R,4990.83,2053.22,0.16
Indian,Asia,2007,Qrt 3,NBA01R,5628.12,1702.73,0.21
Indian,Asia,2007,Qrt 4,NBA01R,6393.04,1887.86,0.14
Indian,Asia,2007,Qrt 1,RC03R,4336.28,2333.06,0.2
Indian,Asia,2007,Qrt 2,RC03R,4469.6,2363.74,0.17
Indian,Asia,2007,Qrt 3,RC03R,4552.93,2394,0.19
Indian,Asia,2007,Qrt 4,RC03R,4488.37,2908.71,0.19
Indian,Asia,2007,Qrt 1,NFL03T,624.14,362.33,0.18
Indian,Asia,2007,Qrt 2,NFL03T,641.22,431.14,0.16
Indian,Asia,2007,Qrt 3,NFL03T,701.63,310.66,0.21
Indian,Asia,2007,Qrt 4,NFL03T,751.43,266.63,0.21
Indian,Asia,2007,Qrt 1,W711R,3920.93,3011.5,0.2
Indian,Asia,2007,Qrt 2,W711R,3588.78,4023.27,0.18
Indian,Asia,2007,Qrt 3,W711R,4012.12,3191.66,0.21
Indian,Asia,2007,Qrt 4,W711R,3683.36,3540.16,0.17
Indian,Asia,2007,Qrt 1,W721T,1642.26,1632.04,0.18
Indian,Asia,2007,Qrt 2,W721T,1544.14,1301.37,0.23
Indian,Asia,2007,Qrt 3,W721T,1523.81,1451.74,0.21
Indian,Asia,2007,Qrt 4,W721T,1653.21,1265.17,0.22
Indian,Asia,2007,Qrt 1,S701T,1449.01,568.03,0.19
Indian,Asia,2007,Qrt 2,S701T,1402.26,631.73,0.2
Indian,Asia,2007,Qrt 3,S701T,1422.11,733.74,0.21
Indian,Asia,2007,Qrt 4,S701T,1413.21,575.62,0.22
Indian,Asia,2007,Qrt 1,U702R,3815.12,1771.85,0.2
Indian,Asia,2007,Qrt 2,U702R,3236.67,2417.95,0.22
Indian,Asia,2007,Qrt 3,U702R,3747.19,1848.42,0.2
Indian,Asia,2007,Qrt 4,U702R,3990.6,1725.91,0.19
Indian,Asia,2007,Qrt 1,J230V,1092.84,469.8,0.17
Indian,Asia,2007,Qrt 2,J230V,1228.03,533.46,0.17
Indian,Asia,2007,Qrt 3,J230V,1535.11,534.61,0.2
Indian,Asia,2007,Qrt 4,J230V,1270.54,471.92,0.25
Indian,Asia,2007,Qrt 1,P532R,596.26,228.72,0.17
Indian,Asia,2007,Qrt 2,P532R,589.7,315.93,0.21
Indian,Asia,2007,Qrt 3,P532R,479.51,208.15,0.16
Indian,Asia,2007,Qrt 4,P532R,606.22,264.07,0.21
Other,other,2007,Qrt 1,L501R,11719.93,7359.01,0.16
Other,other,2007,Qrt 2,L501R,16550.69,7620.14,0.14
Other,other,2007,Qrt 3,L501R,16294.5,7002,0.18
Other,other,2007,Qrt 4,L501R,15558.93,7887.78,0.16
Other,other,2007,Qrt 1,J511T,15484.64,5267.29,0.17
Other,other,2007,Qrt 2,J511T,12390.93,6336.64,0.12
Other,other,2007,Qrt 3,J511T,11391.71,6709.57,0.14
Other,other,2007,Qrt 4,J511T,10491.97,5676.44,0.12
Other,other,2007,Qrt 1,F541T,4529.87,3939.66,0.12
Other,other,2007,Qrt 2,F541T,4329.67,4844.18,0.16
Other,other,2007,Qrt 3,F541T,4040.55,3990.3,0.16
Other,other,2007,Qrt 4,F541T,4664.48,4473.77,0.13
Other,other,2007,Qrt 1,505T,1232.59,634.27,0.11
Other,other,2007,Qrt 2,505T,1434.8,765.8,0.15
Other,other,2007,Qrt 3,505T,1303.42,682.9,0.15
Other,other,2007,Qrt 4,505T,1280.4,695.26,0.15
Other,other,2007,Qrt 1,NBA01R,11572.22,5668.88,0.14
Other,other,2007,Qrt 2,NBA01R,10880.37,5017.89,0.12
Other,other,2007,Qrt 3,NBA01R,12913.31,5351.38,0.17
Other,other,2007,Qrt 4,NBA01R,13570.37,5126.26,0.15
Other,other,2007,Qrt 1,RC03R,7709.18,4389.93,0.11
Other,other,2007,Qrt 2,RC03R,8371.61,5043.46,0.13
Other,other,2007,Qrt 3,RC03R,9862.16,3418,0.16
Other,other,2007,Qrt 4,RC03R,8116.86,3939.12,0.14
Other,other,2007,Qrt 1,NFL03T,1942.12,1068.72,0.14
Other,other,2007,Qrt 2,NFL03T,1907.61,1208.73,0.14
Other,other,2007,Qrt 3,NFL03T,2236.46,1152.7,0.16
Other,other,2007,Qrt 4,NFL03T,2183.79,1212.49,0.15
Other,other,2007,Qrt 1,W711R,7145.9,2721.29,0.14
Other,other,2007,Qrt 2,W711R,7701.45,3602.14,0.1
Other,other,2007,Qrt 3,W711R,7683.71,4100.3,0.12
Other,other,2007,Qrt 4,W711R,5363.95,3826.09,0.15
Other,other,2007,Qrt 1,W721T,2208.16,1276.95,0.14
Other,other,2007,Qrt 2,W721T,2947.37,1278.87,0.15
Other,other,2007,Qrt 3,W721T,2817.83,1393.38,0.13
Other,other,2007,Qrt 4,W721T,2914.59,986.04,0.14
Other,other,2007,Qrt 1,S701T,2461.08,1635.52,0.17
Other,other,2007,Qrt 2,S701T,2389.77,2141.76,0.11
Other,other,2007,Qrt 3,S701T,2186.66,2157.79,0.13
Other,other,2007,Qrt 4,S701T,1853.9,1929.56,0.16
Other,other,2007,Qrt 1,U702R,7148.62,4130.72,0.15
Other,other,2007,Qrt 2,U702R,6708.58,3136.74,0.14
Other,other,2007,Qrt 3,U702R,6412.59,3173.19,0.11
Other,other,2007,Qrt 4,U702R,5977.99,3056.34,0.13
Other,other,2007,Qrt 1,J230V,958.34,814.78,0.11
Other,other,2007,Qrt 2,J230V,1034.57,902.37,0.17
Other,other,2007,Qrt 3,J230V,1045.88,910.64,0.18
Other,other,2007,Qrt 4,J230V,1077.29,775.3,0.13
Other,other,2007,Qrt 1,P532R,972.32,264.91,0.17
Other,other,2007,Qrt 2,P532R,908.98,335.19,0.15
Other,other,2007,Qrt 3,P532R,825.91,237.02,0.17
Other,other,2007,Qrt 4,P532R,1074.33,278.47,0.14
United States,America,2008,Qrt 1,L501R,61508.76,44798.14,0.35
United States,America,2008,Qrt 2,L501R,64582.58,34013.73,0.31
United States,America,2008,Qrt 3,L501R,72544.85,31566.81,0.36
United States,America,2008,Qrt 4,L501R,75552.43,34034.52,0.36
United States,America,2008,Qrt 1,J511T,78738.4,37856.23,0.31
United States,America,2008,Qrt 2,J511T,72264.65,38381.03,0.21
United States,America,2008,Qrt 3,J511T,64148.85,35956.46,0.31
United States,America,2008,Qrt 4,J511T,70984.41,44688.97,0.36
United States,America,2008,Qrt 1,F541T,15839.49,18942.69,0.34
United States,America,2008,Qrt 2,F541T,14910.55,24715.09,0.39
United States,America,2008,Qrt 3,F541T,13583.34,19685.48,0.3
United States,America,2008,Qrt 4,F541T,20469.14,23606.23,0.37
United States,America,2008,Qrt 1,505T,7405.77,6483.85,0.34
United States,America,2008,Qrt 2,505T,6594.26,8301.61,0.31
United States,America,2008,Qrt 3,505T,7805.2,7196.16,0.36
United States,America,2008,Qrt 4,505T,7446.93,7735.16,0.33
United States,America,2008,Qrt 1,NBA01R,52380.39,14011.61,0.31
United States,America,2008,Qrt 2,NBA01R,68335.19,12063.03,0.32
United States,America,2008,Qrt 3,NBA01R,36526.7,11375.6,0.32
United States,America,2008,Qrt 4,NBA01R,58357.38,12869.46,0.31
United States,America,2008,Qrt 1,RC03R,23217.72,21358.34,0.36
United States,America,2008,Qrt 2,RC03R,24523.92,24616.23,0.31
United States,America,2008,Qrt 3,RC03R,21062.72,22826.46,0.35
United States,America,2008,Qrt 4,RC03R,26845.27,22760.56,0.34
United States,America,2008,Qrt 1,NFL03T,12383.24,7667.85,0.3
United States,America,2008,Qrt 2,NFL03T,13952.82,6525.91,0.39
United States,America,2008,Qrt 3,NFL03T,12080.93,7320.95,0.3
United States,America,2008,Qrt 4,NFL03T,11382.26,5794.14,0.36
United States,America,2008,Qrt 1,W711R,72692.06,12267.5,0.4
United States,America,2008,Qrt 2,W711R,79548.89,14131.52,0.35
United States,America,2008,Qrt 3,W711R,89922.36,11426.12,0.35
United States,America,2008,Qrt 4,W711R,67777.94,12440.23,0.32
United States,America,2008,Qrt 1,W721T,11227.91,7050.88,0.27
United States,America,2008,Qrt 2,W721T,11910.37,7180.85,0.31
United States,America,2008,Qrt 3,W721T,11379.2,6864.14,0.39
United States,America,2008,Qrt 4,W721T,12445.2,7436.18,0.34
United States,America,2008,Qrt 1,S701T,8130.78,12503.18,0.33
United States,America,2008,Qrt 2,S701T,9776,14972.87,0.36
United States,America,2008,Qrt 3,S701T,8433.89,14407.57,0.39
United States,America,2008,Qrt 4,S701T,11692.69,11469.06,0.36
United States,America,2008,Qrt 1,U702R,18334.48,6891.78,0.29
United States,America,2008,Qrt 2,U702R,16579.97,6507.34,0.32
United States,America,2008,Qrt 3,U702R,16105.46,5937.55,0.35
United States,America,2008,Qrt 4,U702R,17581.97,6266.43,0.3
United States,America,2008,Qrt 1,J230V,11329.91,5999.57,0.41
United States,America,2008,Qrt 2,J230V,10798.49,4931.1,0.24
United States,America,2008,Qrt 3,J230V,11740.8,6280.66,0.38
United States,America,2008,Qrt 4,J230V,10782.91,5638.23,0.4
United States,America,2008,Qrt 1,P532R,4722.22,2801.12,0.32
United States,America,2008,Qrt 2,P532R,5851.44,3105.02,0.31
United States,America,2008,Qrt 3,P532R,5040.79,3002.8,0.31
United States,America,2008,Qrt 4,P532R,4376.43,2870.93,0.34
Canada,America,2008,Qrt 1,L501R,49491.73,26625.83,0.33
Canada,America,2008,Qrt 2,L501R,37899.79,22195.71,0.34
Canada,America,2008,Qrt 3,L501R,53902,23157.87,0.35
Canada,America,2008,Qrt 4,L501R,38469.09,22416.01,0.28
Canada,America,2008,Qrt 1,J511T,47235.12,19171.59,0.38
Canada,America,2008,Qrt 2,J511T,46893.98,19190.9,0.35
Canada,America,2008,Qrt 3,J511T,47857.55,22223.54,0.32
Canada,America,2008,Qrt 4,J511T,58163.22,20541.42,0.39
Canada,America,2008,Qrt 1,F541T,13061.79,14694.81,0.31
Canada,America,2008,Qrt 2,F541T,12895.74,13048.56,0.36
Canada,America,2008,Qrt 3,F541T,11221.7,13342.54,0.41
Canada,America,2008,Qrt 4,F541T,11482.55,11852.81,0.33
Canada,America,2008,Qrt 1,505T,4640.95,4034.85,0.34
Canada,America,2008,Qrt 2,505T,2976.63,5266.01,0.46
Canada,America,2008,Qrt 3,505T,3657.26,5067.07,0.4
Canada,America,2008,Qrt 4,505T,3970.91,4628.85,0.26
Canada,America,2008,Qrt 1,NBA01R,27730.38,7959.86,0.33
Canada,America,2008,Qrt 2,NBA01R,32654.91,5601.32,0.36
Canada,America,2008,Qrt 3,NBA01R,32794.21,8118.42,0.35
Canada,America,2008,Qrt 4,NBA01R,28854.92,6881.28,0.4
Canada,America,2008,Qrt 1,RC03R,12661.94,7082.42,0.4
Canada,America,2008,Qrt 2,RC03R,14327.59,6935.7,0.4
Canada,America,2008,Qrt 3,RC03R,12796.99,8678.98,0.33
Canada,America,2008,Qrt 4,RC03R,11963.15,7128.24,0.3
Canada,America,2008,Qrt 1,NFL03T,8682.96,3600.32,0.4
Canada,America,2008,Qrt 2,NFL03T,7034.48,4630.48,0.32
Canada,America,2008,Qrt 3,NFL03T,7591.09,4788.5,0.37
Canada,America,2008,Qrt 4,NFL03T,7524.04,4074.62,0.39
Canada,America,2008,Qrt 1,W711R,20555.22,9630.49,0.38
Canada,America,2008,Qrt 2,W711R,19090.51,8449.6,0.39
Canada,America,2008,Qrt 3,W711R,18904.7,7759.77,0.46
Canada,America,2008,Qrt 4,W711R,19632.25,8776.32,0.36
Canada,America,2008,Qrt 1,W721T,7086.98,3254.98,0.35
Canada,America,2008,Qrt 2,W721T,7420.86,3746.26,0.34
Canada,America,2008,Qrt 3,W721T,7785.88,3771.36,0.32
Canada,America,2008,Qrt 4,W721T,9192.82,3650.53,0.29
Canada,America,2008,Qrt 1,S701T,16888.76,7426.86,0.32
Canada,America,2008,Qrt 2,S701T,15731.66,7451.83,0.4
Canada,America,2008,Qrt 3,S701T,13892.4,7410.75,0.34
Canada,America,2008,Qrt 4,S701T,14109.08,8196.52,0.22
Canada,America,2008,Qrt 1,U702R,8492.88,11585.43,0.38
Canada,America,2008,Qrt 2,U702R,9949.25,10404.61,0.33
Canada,America,2008,Qrt 3,U702R,8859.57,11810.82,0.31
Canada,America,2008,Qrt 4,U702R,7899.99,11978.97,0.32
Canada,America,2008,Qrt 1,J230V,7678.35,3533.49,0.35
Canada,America,2008,Qrt 2,J230V,8041.83,4177.76,0.38
Canada,America,2008,Qrt 3,J230V,7117.6,4140.75,0.35
Canada,America,2008,Qrt 4,J230V,8602.48,4591.82,0.31
Canada,America,2008,Qrt 1,P532R,2981.08,1576.76,0.3
Canada,America,2008,Qrt 2,P532R,2571.18,1758.03,0.37
Canada,America,2008,Qrt 3,P532R,2954.12,1590.28,0.32
Canada,America,2008,Qrt 4,P532R,3257.24,1599.16,0.34
Britain,Europe,2008,Qrt 1,L501R,15050.24,5097.05,0.23
Britain,Europe,2008,Qrt 2,L501R,14204.81,6220.9,0.31
Britain,Europe,2008,Qrt 3,L501R,17620.51,7147.4,0.27
Britain,Europe,2008,Qrt 4,L501R,17033.86,6697.91,0.33
Britain,Europe,2008,Qrt 1,J511T,16689.38,7188.95,0.31
Britain,Europe,2008,Qrt 2,J511T,14802.63,5567.14,0.31
Britain,Europe,2008,Qrt 3,J511T,13985.24,7121.51,0.25
Britain,Europe,2008,Qrt 4,J511T,17274.81,7620.86,0.39
Britain,Europe,2008,Qrt 1,F541T,5730.2,4910.69,0.29
Britain,Europe,2008,Qrt 2,F541T,5198.9,5921.5,0.25
Britain,Europe,2008,Qrt 3,F541T,5024.59,5016.98,0.22
Britain,Europe,2008,Qrt 4,F541T,5684.82,4612.62,0.34
Britain,Europe,2008,Qrt 1,505T,1541.4,1281.99,0.3
Britain,Europe,2008,Qrt 2,505T,1552.61,1447.78,0.3
Britain,Europe,2008,Qrt 3,505T,1436.29,1366.09,0.3
Britain,Europe,2008,Qrt 4,505T,1251.9,1590.58,0.28
Britain,Europe,2008,Qrt 1,NBA01R,14878.2,6298.45,0.29
Britain,Europe,2008,Qrt 2,NBA01R,14302.68,6267.79,0.33
Britain,Europe,2008,Qrt 3,NBA01R,13082.59,8691.89,0.32
Britain,Europe,2008,Qrt 4,NBA01R,16708.09,6460.49,0.28
Britain,Europe,2008,Qrt 1,RC03R,4968.24,6080.87,0.33
Britain,Europe,2008,Qrt 2,RC03R,4883.83,5218.61,0.32
Britain,Europe,2008,Qrt 3,RC03R,4810.49,5938.78,0.18
Britain,Europe,2008,Qrt 4,RC03R,5639.86,5503.29,0.27
Britain,Europe,2008,Qrt 1,NFL03T,1051.71,566.82,0.31
Britain,Europe,2008,Qrt 2,NFL03T,1296.05,492.63,0.33
Britain,Europe,2008,Qrt 3,NFL03T,1181.53,665.61,0.37
Britain,Europe,2008,Qrt 4,NFL03T,1466.94,630.15,0.27
Britain,Europe,2008,Qrt 1,W711R,7503.3,3089.56,0.32
Britain,Europe,2008,Qrt 2,W711R,7844.08,2812.77,0.32
Britain,Europe,2008,Qrt 3,W711R,8185.13,2703.22,0.37
Britain,Europe,2008,Qrt 4,W711R,8328.49,3185.49,0.28
Britain,Europe,2008,Qrt 1,W721T,3044.7,2811.44,0.28
Britain,Europe,2008,Qrt 2,W721T,2547.9,2862.77,0.34
Britain,Europe,2008,Qrt 3,W721T,2636.67,3470.81,0.32
Britain,Europe,2008,Qrt 4,W721T,3090.94,2582.47,0.25
Britain,Europe,2008,Qrt 1,S701T,5375.81,1123.85,0.29
Britain,Europe,2008,Qrt 2,S701T,6944.7,1052.65,0.3
Britain,Europe,2008,Qrt 3,S701T,5058.4,994.27,0.26
Britain,Europe,2008,Qrt 4,S701T,6644.5,1037.4,0.33
Britain,Europe,2008,Qrt 1,U702R,7743.26,3265.16,0.35
Britain,Europe,2008,Qrt 2,U702R,7477.95,3185.16,0.3
Britain,Europe,2008,Qrt 3,U702R,8637.61,3856.08,0.34
Britain,Europe,2008,Qrt 4,U702R,8595.8,3374.09,0.29
Britain,Europe,2008,Qrt 1,J230V,3206.91,520.66,0.25
Britain,Europe,2008,Qrt 2,J230V,2698.51,410.37,0.36
Britain,Europe,2008,Qrt 3,J230V,2657.13,504.34,0.31
Britain,Europe,2008,Qrt 4,J230V,2638.83,570.31,0.31
Britain,Europe,2008,Qrt 1,P532R,1178.38,511.28,0.28
Britain,Europe,2008,Qrt 2,P532R,913.83,588.36,0.31
Britain,Europe,2008,Qrt 3,P532R,1219.39,439.68,0.3
Britain,Europe,2008,Qrt 4,P532R,1061.87,484.47,0.28
France,Europe,2008,Qrt 1,L501R,17490.22,6904.43,0.28
France,Europe,2008,Qrt 2,L501R,18480.62,8411,0.29
France,Europe,2008,Qrt 3,L501R,15920.55,9392.69,0.3
France,Europe,2008,Qrt 4,L501R,14798.29,8033.82,0.31
France,Europe,2008,Qrt 1,J511T,16001.92,7941.39,0.28
France,Europe,2008,Qrt 2,J511T,17246.47,6186.56,0.35
France,Europe,2008,Qrt 3,J511T,12414.53,6022.49,0.32
France,Europe,2008,Qrt 4,J511T,15391.1,6115.4,0.31
France,Europe,2008,Qrt 1,F541T,4081.83,3937.45,0.31
